,Average Rt(min),Average Mz,mass_round,pos_DIWB_1,pos_DIWB_2,pos_no injection_1,pos_no injection_2,pos_no injection_3,pos_no injection_4,pos-octl,pos_butac,pos_chlor,pos_chx,pos_dcm,pos_glyctriol,pos_hx,pos_octn,pos_olalc,pos_tol,pos_undec,pos-octlW,pos_butacW,pos_chlorW,pos_chxW,pos_dcmW,pos_glyctriolW,pos_hxW,pos_octnW,pos_olalcW,pos_tolW,pos_undecW,pos-octlM,pos_butacM,pos_chlorM,pos_chxM,pos_dcmM,pos_glyctriolM,pos_hxM,pos_octnM,pos_olalcM,pos_tolM,pos_undecM,pos-octlR_log,pos_butacR_log,pos_chlorR_log,pos_chxR_log,pos_dcmR_log,pos_glyctriolR_log,pos_hxR_log,pos_octnR_log,pos_olalcR_log,pos_tolR_log,pos_undecR_log,zeros,W_average,W_std,W_Rstd,W_Rstd_flag,Average,Stdev,Aliquot_Plate_Barcode,Aliquot_Well_ID,Aliquot_Concentration,Aliquot_Concentration_Unit,Target_Concentration,Target_Concentration_Unit,Aliquot_Solvent,DTXSID,CASRN,Preferred_Name,Smiles,Indigo_Inchi_Key,Mol_Formula,Monoisotopic_Mass,Relationship,MS_Ready_DTXCID,MS_Ready_Smiles,MS_Ready_Inchikey,MS_Ready_Mol_Formula,MS_Ready_Monoisotopic_Mass,octl,butac,chlor,chx,dcm,glyctriol,hx,octn,olalc,tol,undec,Mass_diff,Mass_flag
1160,10.841,236.17489496809998,236.0,13173,11353,8804,15693,7379,4686,10546.0,10106.5,11931.0,13866.0,16430.5,8724.5,12383.0,8401.5,342814.0,13669.0,7664.0,13408.5,13511.5,14784.5,10957.0,9919.5,15147.0,17512.0,6792.0,235415.0,14410.5,9492.5,2862.5,3405.0,2853.5,-2909.0,-6511.0,6422.5,5129.0,-1609.5,-107399.0,741.5,1828.5,-0.566342271647501,-0.4724836640841803,-0.6212989688206658,,,-0.13303643404375945,-0.3827931738582264,,,-1.2656255881450729,-0.6223605313964248,4,32850.0,64122.93596359191,195.19919623620063,0,33441.3664215686,77002.0656219651,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,11.580457047938207,0
1162,10.912,236.17489496809998,236.0,8686,19435,17261,15693,9393,9784,10540.0,11346.5,12374.0,10646.0,8146.5,9176.5,11162.0,13379.5,296391.5,9737.5,13437.0,14539.0,17174.5,8023.5,12331.0,12026.0,14284.5,11075.5,10742.5,214794.5,11091.5,10801.5,3999.0,5828.0,-4350.5,1685.0,3879.5,5108.0,-86.5,-2637.0,-81597.0,1354.0,-2635.5,-0.4208892067430062,-0.2893423743694429,,-0.8005865566293786,-0.32219530564420457,-0.25442618035207254,,,,-0.8568288063314953,,5,30625.81818181818,58284.98838359697,190.31324498033945,0,31059.0801642923,67271.8697131874,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,11.580457047938207,0
1164,11.428,236.17518496809998,236.0,11840,18644,5100,5779,3428,9666,8417.0,5369.5,12978.5,6982.5,6929.5,5648.5,6615.5,9847.5,48294.0,8697.5,9513.0,9964.0,7722.0,5669.0,9493.0,7266.5,11100.0,10155.5,11332.0,40702.5,9080.0,8956.0,1547.0,2352.5,-7309.5,2510.5,337.0,5451.5,3540.0,1484.5,-7591.5,382.5,-557.0,-0.7356670134765311,-0.3584042146149995,,-0.44425071866267696,-1.3130719982318213,-0.015417116669676434,-0.27155941174863785,-0.821745787549116,,-1.3567629979299902,,3,11949.136363636364,9231.738733824022,77.25862734245857,0,11467.5912463618,10380.6272932537,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,10.352567683518629,0
1166,9.895,236.17659496809998,236.0,43983,38868,39100,36580,36551,31226,38357.5,39639.0,38158.5,42763.0,41650.5,39218.5,38870.0,38478.5,42360.0,40891.5,45655.0,44964.5,46317.0,46203.0,51591.5,40736.5,47163.5,48953.0,47204.0,49599.5,41398.5,49212.0,6607.0,6678.0,8044.5,8828.5,-914.0,7945.0,10083.0,8725.5,7239.5,507.0,3557.0,-0.7638459869044342,-0.773476274990951,-0.6760922383538039,-0.685181243795322,,-0.6933970775338889,-0.5860247734421266,-0.6444278108230516,-0.7672473789868468,-1.906625082494526,-1.1084044819309464,1,46667.545454545456,3180.2255527109555,6.814640713873669,1,43067.3163296569,5027.07045120367,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,4.382484911855645,0
1168,10.302,236.17715496809998,236.0,296855,313220,292304,268343,251206,252043,290805.0,293871.5,274077.0,288324.0,287349.5,275852.0,285184.5,268669.0,305623.0,274356.0,300072.5,291843.5,297814.5,304972.0,303220.5,293330.0,284823.0,311829.5,306426.5,301882.0,286425.0,310663.5,1038.5,3943.0,30895.0,14896.5,5980.5,8971.0,26645.0,37757.5,-3741.0,12069.0,10591.0,-2.447195368488309,-1.8723306926574301,-0.9479843923836803,-1.2867965534839547,-1.6816729510619597,-1.487835280379395,-1.0295101930005162,-0.8522143277903362,,-1.3566431751030221,-1.452289228502053,1,299384.54545454547,8841.177740484747,2.9531176123542,1,291676.61060049,16776.9009203313,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1020697,148081-72-5,"1-O-Hexyl-2,3,5-trimethylhydroquinone",CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,2D-QSAR-Ready,DTXCID50697,CCCCCCOC1=CC(C)=C(O)C(C)=C1C,ATMNQRRJNBCQJO-UHFFFAOYSA-N,C15H24O2,236.17763001300003,5.67,5.83,5.59,4.63,5.71,4.13,4.39,4.4,5.45,5.52,4.49,2.0113882081737713,0
1172,4.432,237.0762549681,237.0,0,111,108,0,129,122,38403.5,42277.5,2220.5,47058.5,6690.5,44325.0,46407.0,43910.0,47733.0,43168.0,47972.5,49871.5,46629.0,45315.0,48920.5,45105.0,47762.5,47415.5,45596.0,50853.0,46870.5,49796.5,11468.0,4351.5,43094.5,1862.0,38414.5,3437.5,1008.5,1686.0,3120.0,3702.5,1824.0,-0.5248831224216943,-0.9874703103535427,1.2879710687051074,-1.4026584031835192,0.7590366097829373,-1.1104060374346363,-1.6629075916285407,-1.4157058668156643,-1.1846641364404473,-1.066666860798564,-1.419967517534031,0,47648.63636363636,1889.7271819799942,3.965962777105123,1,36650.6458400652,18765.0065687531,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9023914,141-66-2,Dicrotophos,COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,VEENJGZXVHKXNB-VOTSOKGWSA-N,C8H16NO5P,237.076609617,2D-QSAR-Ready,DTXCID003914,COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,VEENJGZXVHKXNB-VOTSOKGWSA-N,C8H16NO5P,237.076609617,-0.08,0.4,1.77,-1.79,1.46,-0.86,-1.99,-2.12,-0.34,-0.16,-2.16,1.4959253069600293,0
1186,0.915,240.05885496809998,240.0,336,107,164,0,126,110,478.5,492.5,153.0,324.5,365.0,51322.0,325.0,145.5,576.5,405.5,158.0,162.0,175.5,623.0,225.0,297.0,11640.0,354.5,364.5,493.0,131.0,209.0,-316.5,-317.0,470.0,-99.5,-68.0,-39682.0,29.5,219.0,-83.5,-274.5,51.0,,,0.48740642711811866,,,,-1.0420613450007115,0.17758112151819222,,,-0.49108691085648626,7,1334.0454545454545,3262.174103921727,244.532455232812,0,2743.74600339403,10160.1616679282,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID0023901,25057-89-0,Bentazone,CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,C10H12N2O3S,240.05686342799996,2D-QSAR-Ready,DTXCID503901,CC(C)N1C(=O)C2=C(NS1(=O)=O)C=CC=C2,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,C10H12N2O3S,240.05686342799996,2.88,3.67,3.93,2.16,3.99,2.5,1.76,1.8,2.6,3.42,1.78,8.296118142938306,0
1220,4.368,242.1122049681,242.0,2271,5369,1673,3264,1598,8666,12695.5,20527.0,15616.5,5005.0,62607.0,61124.0,12455.0,8203.0,19221.0,11738.0,6849.0,7059.0,8465.5,20396.5,7144.0,8945.0,34924.0,4150.0,4244.0,5258.5,6950.5,5222.0,-5636.5,-12061.5,4780.0,2139.0,-53662.0,-26200.0,-8305.0,-3959.0,-13962.5,-4787.5,-1627.0,,,-0.5141558089208376,-0.36919329724380945,,,,,,,,9,10250.818181818182,8897.596742105363,86.7988933594294,0,14289.7573720895,15807.6139918177,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,13.2941216675404,0
1221,3.577,242.1127949681,242.0,992,1850,1140,1393,1351,1436,2004.5,1159.5,2423.0,3927.0,4280.5,4981.5,3333.0,3252.0,34043.0,3154.0,2487.0,4042.5,2308.5,2560.0,1829.5,1887.0,3051.0,1441.0,2968.5,8824.0,2687.5,3059.0,2038.0,1149.0,137.0,-2097.5,-2393.5,-1930.5,-1892.0,-283.5,-25219.0,-466.5,572.0,0.00719811908386718,-0.003950724285720977,-1.2476328469810993,,,,,,,,-0.6382797564769118,7,3150.7727272727275,1920.5006137562195,60.953320978456695,0,4106.28006041284,6367.00445489672,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,10.857267414223125,0
1222,5.144,242.1130849681,242.0,18019,27171,46435,28152,24016,22335,38356.0,27760.5,21856.0,25899.5,27517.0,48579.0,43226.5,38264.5,39211.0,30967.5,54844.5,32069.0,31378.0,39043.0,29704.0,35904.5,33728.0,45153.0,23682.0,36776.0,37071.5,30643.0,-6287.0,3617.5,17187.0,3804.5,8387.5,-14851.0,1926.5,-14582.5,-2435.0,6104.0,-24201.5,,-0.8850187442282479,-0.10437060503216353,-0.8329937915003961,-0.5159685506572975,,-1.3509810592833467,,,-0.7052916213195781,,5,34104.72727272727,5371.065906416936,15.74874316825881,0,34458.5044806985,11433.0502399613,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,9.65949159474426,0
1223,4.021,242.1134249681,242.0,2057,2480,1339,1056,751,1895,7392.0,11783.0,3351.5,5900.5,8272.0,36021.0,10588.0,5389.5,8447.5,8496.0,4004.5,2740.5,3354.0,4294.0,3358.0,4321.5,19123.5,3371.5,4821.0,3806.5,3711.5,6060.0,-4651.5,-8429.0,942.5,-2542.5,-3950.5,-16897.5,-7216.5,-568.5,-4641.0,-4784.5,2055.5,,,-0.5509578648519147,,,,,,,,-0.28963081688270464,9,5360.181818181818,4435.478432084594,82.7486563429506,0,6833.75640988817,7253.15714913512,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,8.255202702998123,0
1224,6.382,242.11438496809998,242.0,1787,1310,2434,3717,2189,1220,2092.0,1346.0,1896.5,2087.0,2857.5,4616.5,3291.5,2369.0,19357.5,2877.0,1489.5,1517.5,2550.5,1655.5,2024.0,2801.5,3491.0,2753.0,988.0,11950.0,2934.5,2076.0,-574.5,1204.5,-241.0,-63.0,-56.0,-1125.5,-538.5,-1381.0,-7407.5,57.5,586.5,,-0.04823825555359584,,,,,,,,-1.6992720172006954,-0.4047724910995144,8,3158.318181818182,2864.1134458290076,90.68476578190085,0,3397.85655900544,3901.64595555047,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,4.290151714503913,0
1225,4.224,242.1144849681,242.0,2340,580,1177,2507,637,1280,3222.5,2650.5,2102.0,1521.5,2317.5,30067.5,1815.0,1340.5,9072.5,2162.5,2039.0,2666.5,1560.5,1855.5,1563.5,1950.0,14978.0,1666.0,1561.0,2436.0,2178.5,1720.0,-556.0,-1090.0,-246.5,42.0,-367.5,-15089.5,-149.0,220.5,-6636.5,16.0,-319.0,,,,-1.5590226662962854,,,,-0.7838582245150411,,-2.130836133480927,,8,3103.2272727272725,3771.859918369405,121.54636405520193,0,3820.32521685432,6134.80324476522,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044882,2358-84-1,Di(ethylene glycol) dimethacrylate,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,2D-QSAR-Ready,DTXCID6024882,CC(=C)C(=O)OCCOCCOC(=O)C(C)=C,XFCMNSHQOZQILR-UHFFFAOYSA-N,C12H18O5,242.11542368,1.91,2.24,3.59,1.03,3.39,1.28,0.84,0.76,1.83,2.22,0.73,3.87712556985198,0
1237,3.197,244.09155496809998,244.0,349,447,550,603,694,145,1097.5,850.5,967.0,1286.0,3426.0,22288.5,976.5,558.5,712.0,2795.0,1300.0,895.0,672.0,565.5,984.5,551.0,9531.0,318.5,752.5,684.5,394.0,590.5,-202.5,-178.5,-401.5,-301.5,-2875.0,-12757.5,-658.0,194.0,-27.5,-2401.0,-709.5,,,,,,,,-0.4592214475214018,,,,10,1449.0,2562.487348084066,176.84522761104665,0,2121.62065692976,4564.76012276186,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID7022679,58-85-5,Biotin,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C10H16N2O3S,244.088163557,2D-QSAR-Ready,DTXCID60209198,OC(=O)CCCCC1SCC2NC(=O)NC12,YBJHBAHKTGYVGT-UHFFFAOYSA-N,C10H16N2O3S,244.088163557,0.66,1.21,-0.58,-4.32,-0.59,-2.77,-4.56,-4.7,-0.21,-1.9,-4.5,13.894205481172865,0
1295,8.14,248.0828249681,248.0,0,0,214,0,169,0,86.5,258.0,193.5,26380.5,253.0,1482.5,29557.5,28830.5,188.0,1641.0,33833.0,34175.5,42163.5,40942.0,42108.5,39559.0,37601.5,41341.0,42237.5,37955.0,42167.5,40262.0,34089.0,41905.5,40748.5,15728.0,39306.0,36119.0,11783.5,13407.0,37767.0,40526.5,6429.0,2.595598153932694,2.2106513208907312,2.323430657126884,-0.22460952215454918,2.1913383286397656,1.386741015781972,-0.3993933921083961,-0.33252056493180665,2.3029546390006668,1.3926305172279,-0.7211970829836318,0,40046.63636363636,2442.343138081181,6.098747260328979,1,22097.4095445521,18778.4100606421,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID9021217,58-14-0,Pyrimethamine,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,C12H13ClN4,248.08287409999997,2D-QSAR-Ready,DTXCID601217,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,C12H13ClN4,248.08287409999997,1.75,3.18,1.79,-0.48,2.08,0.55,-1.01,-0.94,1.53,1.39,-0.9,0.1980463187913749,0
1318,4.104,250.11734496809999,250.0,1400,1885,2048,986,1386,1334,3173.0,3047.0,3726.5,2054.5,5825.0,32209.5,5903.5,4767.5,4404.0,5180.5,3554.0,3598.0,4090.5,4091.0,4171.0,5409.5,19045.0,6139.5,6979.5,5447.5,6264.5,2890.5,425.0,1043.5,364.5,2116.5,-415.5,-13164.5,236.0,2212.0,1043.5,1084.0,-663.5,-0.8730811420501008,-0.46538000082120073,-1.009603592912276,0.012912127212138918,,,-1.3981975646056524,-0.3335055790853826,-0.6253548568982413,-0.6793423958365998,,3,6193.318181818182,4237.688345359613,68.42355294776003,0,5781.61250694125,6431.47980766078,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5031133,131-16-8,Dipropyl phthalate,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,2D-QSAR-Ready,DTXCID3011133,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,3.65,3.97,5.15,3.18,5.04,3.04,2.93,2.89,3.48,4.24,2.89,12.650269711796494,0
1319,8.316,250.1178049681,250.0,5121,2448,2883,1422,3131,3810,81767.0,19006.0,3975.5,40612.5,26618.5,100567.5,172226.5,70224.0,26142.0,11194.5,71078.0,92681.5,80523.0,40464.5,83557.5,66589.5,39797.0,53131.0,58477.5,47071.5,54143.5,36830.0,10914.5,61517.0,36489.0,42945.0,39971.0,-60770.5,-119095.5,-11746.5,20929.5,42949.0,-34248.0,-0.874574218743889,0.5101044231388501,0.9627702036680998,0.02425288272424069,0.17656143507663066,,,,-0.09657995703253737,0.583948355744088,,4,59387.86363636364,18243.607120765882,30.719419766423762,0,50479.4467677696,38763.5831709126,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5031133,131-16-8,Dipropyl phthalate,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,2D-QSAR-Ready,DTXCID3011133,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,3.65,3.97,5.15,3.18,5.04,3.04,2.93,2.89,3.48,4.24,2.89,10.811156231128043,0
1320,5.184,250.1181049681,250.0,5471,5761,8177,5167,11747,5940,14034.0,13972.0,11004.5,7056.0,11764.0,50307.0,10003.0,11253.5,41896.0,12058.0,9033.5,9472.0,11582.0,7312.5,6973.5,7301.5,27250.5,17177.5,9407.0,14843.5,9319.5,6413.0,-4562.0,-2390.0,-3692.0,-82.5,-4462.5,-23056.5,7174.5,-1846.5,-27052.5,-2738.5,-2620.5,,,,,,,-0.14433862887758164,,,,,10,11550.227272727272,5925.657348896318,51.30338311946597,0,13418.4065228631,11026.3091110672,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID5031133,131-16-8,Dipropyl phthalate,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,2D-QSAR-Ready,DTXCID3011133,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,C14H18O4,250.12050906000005,3.65,3.97,5.15,3.18,5.04,3.04,2.93,2.89,3.48,4.24,2.89,9.611734395879843,0
1333,10.29,251.1156649681,251.0,111,141,99,184,210,130,217.0,202.5,138.0,293.5,192.0,52.0,482.5,305.5,182.5,190.5,684.0,23413.0,26804.0,26453.0,21815.0,19243.0,21613.5,19810.0,17220.5,24473.5,18742.5,27470.5,23196.0,26601.5,26315.0,21521.5,19051.0,21561.5,19327.5,16915.0,24291.0,18552.0,26786.5,2.028953366227648,2.1184810986802227,2.2803242879520598,1.8652644318112908,1.9966165483203455,2.61767562712213,1.6026783642627933,1.7432607875454262,2.124182525203348,1.9884957556182927,1.5928598694473277,0,22459.863636363636,3366.3877193305443,14.988460187621955,1,9824.73074191224,11343.8977789291,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8032544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,IITCWRFYJWUUPC-UHFFFAOYSA-N,C13H17NO4,251.11575803100004,2D-QSAR-Ready,DTXCID6012544,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,IITCWRFYJWUUPC-UHFFFAOYSA-N,C13H17NO4,251.11575803100004,3.37,3.8,4.9,2.84,4.81,2.82,2.57,2.53,3.19,3.99,2.53,0.37059761115350404,0
1344,4.351,252.06395496809998,252.0,109,136,109,95,266,107,498.5,322.0,501.0,154.0,236.0,462.5,402.5,244.5,31169.5,370.5,97.0,170.0,305.5,247.5,237.5,211.0,807.5,195.5,300.5,17173.5,179.0,197.0,-328.5,-16.5,-253.5,83.5,-25.0,345.0,-207.0,56.0,-13996.0,-191.5,100.0,,,,-0.26583424535286093,,-0.12729264200177726,,-0.6400908364534387,,,0.013228265733755101,7,1820.409090909091,4858.096904878502,266.86841595876814,0,2155.44757573745,6784.89533354185,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID8044620,204446,"Trimethyl benzene-1,2,4-tricarboxylate",COC(=O)C1=CC=C(C(=O)OC)C(=C1)C(=O)OC,MJHNUUNSCNRGJE-UHFFFAOYSA-N,C12H12O6,252.063388106,2D-QSAR-Ready,DTXCID6024620,COC(=O)C1=CC=C(C(=O)OC)C(=C1)C(=O)OC,MJHNUUNSCNRGJE-UHFFFAOYSA-N,C12H12O6,252.063388106,2.78,3.02,4.17,1.81,3.93,2.07,1.51,1.48,2.26,3.03,1.46,2.2488870924350106,0
1445,5.208,262.0127749681,262.0,118,0,0,0,0,0,0.0,0.0,0.0,55.5,82.0,0.0,0.0,0.0,16221.0,106.0,138.0,0.0,56.5,142.5,73.0,0.0,108.5,0.0,76.5,4927.0,0.0,126.5,0.0,56.5,142.5,17.5,-82.0,108.5,0.0,76.5,-11294.0,-106.0,-11.5,,,,-0.5012549344363818,,,,,,,,10,500.95454545454544,1400.5607067844044,279.5784007735858,0,869.483249888701,3276.75375013045,BF00173504,EPA_MIXTURE_006,11,mM,20,mM,DMSO,DTXSID4037582,17040-19-6,Demeton-S-methylsulphon,CCS(=O)(=O)CCSP(=O)(OC)OC,PZIRJMYRYORVIT-UHFFFAOYSA-N,C6H15O5PS2,262.009852929,2D-QSAR-Ready,DTXCID2017582,CCS(=O)(=O)CCSP(=O)(OC)OC,PZIRJMYRYORVIT-UHFFFAOYSA-N,C6H15O5PS2,262.009852929,0.1,0.46,1.84,-1.71,1.42,-0.72,-2,-2.07,-0.41,-0.12,-2.15,11.152401588630353,0
1480,6.119,268.1279449681,268.0,3992,3840,3694,4820,3068,1169,3820.5,1770.0,5442.5,4554.5,3570.0,97204.5,4365.5,4844.5,6862.0,3070.5,8111.0,1548.0,4993.0,4083.5,2102.0,7886.0,36796.0,5291.5,6448.5,4468.0,6648.5,6030.0,-2272.5,3223.0,-1359.0,-2452.5,4316.0,-60408.5,926.0,1604.0,-2394.0,3578.0,-2081.0,,0.26028703915052787,,,0.08241321989867985,,-0.6734230058739865,-0.48004459629386537,,0.06643123451316726,,6,7845.0,9330.69064480711,118.93805793253168,0,9602.6686963848,19065.8804319602,BF00173504,EPA_MIXTURE_006,20,mM,20,mM,DMSO,DTXSID1044982,70693-59-3,2-Amino-N-cyclohexyl-N-methylbenzenesulfonamide,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,IPEHSCPRVOWQFQ-UHFFFAOYSA-N,C13H20N2O2S,268.124549066,2D-QSAR-Ready,DTXCID9024982,CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,IPEHSCPRVOWQFQ-UHFFFAOYSA-N,C13H20N2O2S,268.124549066,3.59,4.75,4.95,2.58,5.13,2.85,2.13,2.12,3.39,4.31,2.21,12.665390438285256,0
