Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	pos_1-octl_1	pos_1-octl_2	pos_1-octlW_1	pos_1-octlW_2	pos_butac_1	pos_butac_2	pos_butacW_1	pos_butacW_2	pos_chlor_1	pos_chlor_2	pos_chlorW_1	pos_chlorW_2	pos_chx_1	pos_chx_2	pos_chxW_1	pos_chxW_2	pos_dcm_1	pos_dcm_2	pos_dcmW_1	pos_dcmW_2	pos_DIWB_1	pos_DIWB_2	pos_glyctriol_1	pos_glyctriol_2	pos_glyctriolW_1	pos_glyctriolW_2	pos_hx_1	pos_hx_2	pos_hxW_1	pos_hxW_2	pos_no injection_1	pos_no injection_2	pos_no injection_3	pos_no injection_4	pos_octn_1	pos_octn_2	pos_octnW_1	pos_octnW_2	pos_olalc_1	pos_olalc_2	pos_olalcW_1	pos_olalcW_2	pos_test injection	pos_tol_1	pos_tol_2	pos_tolW_1	pos_tolW_2	pos_undec_1	pos_undec_2	pos_undecW_1	pos_undecW_2	Average	Stdev
31	9.596	105.06994	w/o MS2:Styrene	[M+H]+	similar chromatogram in higher mz_4217; similar chromatogram in higher mz_2285; similar chromatogram in higher mz_4237; similar chromatogram in higher mz_3875; similar chromatogram in higher mz_1853; similar chromatogram in higher mz_3997; similar chromatogram in higher mz_4015; similar chromatogram in higher mz_2368; similar chromatogram in higher mz_1305; similar chromatogram in higher mz_1629; similar chromatogram in higher mz_4077; similar chromatogram in higher mz_4157; similar chromatogram in higher mz_4436	1	False	null	105.06988	C8H8	Styrenes	PPBRXRYQALVLMV-UHFFFAOYSA-N	C=CC=1C=CC=CC1	530	True	True	False		False	False	null	null	100	null	null	null	null	10.77	pos_octnW_1	105.06994:9244 106.07329:864 107.07665:655		37243	33763	41169	39230	36243	37416	40268	45101	35921	40103	37416	41097	50234	50516	51805	47656	33323	34386	37874	37639	46460	44695	40085	48070	42719	47802	49375	47379	44949	46604	35855	37260	37574	36051	54297	48709	57010	58464	36251	40142	42797	39545	46933	38089	32646	39167	44217	46680	48233	46027	44932	42694.537109375	6217.47734208053
32	5.508	105.06998	"w/o MS2:""L-2,3-DIAMINOPROPIONIC ACID"""	[M+H]+	similar chromatogram in higher mz_699	0.235	False	null	105.07	C3H8N2O2	Alpha amino acids	PECYZEOJVXMISF-UHFFFAOYSA-N	O=C(O)C(N)CN	530	True	True	False		False	False	null	null	100	null	null	null	null	7.75	pos_olalc_1	105.06998:7022 106.07333:1212 107.07669:5469		3954	5131	27737	28988	12892	6543	28403	27127	5436	2190	14192	7077	26681	22134	31835	27977	4113	2056	16653	6179	35720	43213	20367	17151	28772	26564	27816	23153	30737	32872	6853	7478	3293	9884	32265	27532	31267	22714	57131	67321	41492	43972	22933	22066	13881	24022	18471	34701	29744	31370	31959	23019.8727883732	14065.7543695475
33	12.275	105.07001	"w/o MS2:""L-2,3-DIAMINOPROPIONIC ACID"""	[M+H]+	ion correlated with 3267; ion correlated with 3757; ion correlated with 53; ion correlated with 3358; ion correlated with 2807	0.039	False	null	105.07	C3H8N2O2	Alpha amino acids	PECYZEOJVXMISF-UHFFFAOYSA-N	O=C(O)C(N)CN	530	True	True	False		False	False	null	null	100	null	null	null	null	16.24	pos_1-octlW_2	105.07001:9510 106.07336:1840 107.07672:10187		6775	12635	54150	55120	8579	9331	8460	14126	7971	4413	19050	17151	9936	9213	13817	11692	9865	11425	12886	13737	11382	11991	7570	16331	13950	8981	7575	4088	12386	12521	3604	5259	7876	3851	10656	7783	10037	6400	7640	8926	8791	12559	2955	14630	10978	6421	8632	6747	13740	10436	7103	11610.4474427466	9468.6314275464
34	4.619	106.03225	Unknown	[M+H]+	similar chromatogram in higher mz_289; similar chromatogram in higher mz_1485; similar chromatogram in higher mz_58; similar chromatogram in higher mz_315; similar chromatogram in higher mz_1112; similar chromatogram in higher mz_1739; similar chromatogram in higher mz_1834; similar chromatogram in higher mz_1886; similar chromatogram in higher mz_2704; similar chromatogram in higher mz_3040; similar chromatogram in higher mz_3010; similar chromatogram in higher mz_3701	0.863	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1227.11	pos_hx_2	106.03225:982865 107.0356:38697 108.03896:45606		1409219	1395088	438648	442517	3641208	3621995	578466	569818	1480793	1544705	1184374	1192179	847309	851978	133421	133628	2585402	2567800	631087	642714	775	933	3069373	3142531	85554	87221	4545070	4556142	117974	117134	107	0	239	137	685736	696450	150326	154061	1772590	1787170	193116	195561	677	3216490	3238367	314172	310000	1241812	1258835	72139	74513	1117206.98359905	1288459.53352748
35	1.303	106.03226	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.17	pos_1-octl_1	106.03226:3790 107.03561:265 108.03897:248		13739	13233	143	299	6941	7760	5749	5826	135	1191	0	106	125	260	319	355	454	258	182	664	0	0	3805	4628	806	622	550	417	357	265	0	112	106	0	156	148	0	141	8261	8497	945	1330	0	962	1317	754	246	551	969	0	0	1836.89951384301	3332.04170547193
36	0.802	106.04983	w/o MS2:L-Serine; CE0; MTCFGRXMJLQNBG-REOHCLBHSA-N	[M+H]+		0.157	False	8.822	106.04987	C3H7NO3	Serine and derivatives	MTCFGRXMJLQNBG-REOHCLBHSA-N	C([C@@H](C(=O)O)N)O	530	True	True	False		False	False	null	null	100	99.7	null	null	null	22.21	pos_tol_2	106.04983:8114 107.05318:1254 108.05654:571		5329	5975	2967	3538	3228	3027	9324	9383	11081	12262	1796	2282	1310	1204	3536	3114	1660	1616	10660	10829	100	0	2834	2678	6151	6061	1933	1763	457	754	0	0	0	0	6022	6018	5053	5093	3355	4168	5895	4627	0	18475	20274	4598	3786	5177	4350	125	238	4394.21013446883	4423.11842825962
37	0.925	106.08612	w/o MS2:Diethanolamine; CE0; ZBCBWPMODOFKDW-UHFFFAOYSA-N	[M+H]+	similar chromatogram in higher mz_494; similar chromatogram in higher mz_710; similar chromatogram in higher mz_866	0.686	False	8.221	106.08626	C4H11NO2	1,2-aminoalcohols	ZBCBWPMODOFKDW-UHFFFAOYSA-N	C(CO)NCCO	530	True	True	False		False	False	null	null	100	99.7	null	null	null	43.89	pos_1-octl_2	106.08612:28272 107.08947:1925 108.09283:570		84084	86638	50589	48242	47065	46136	31902	31570	43792	44212	33722	34841	13619	14230	16566	16186	27824	27032	25861	22827	8267	7668	16876	18652	11267	11698	21698	20565	15613	15111	3338	1706	1551	1431	10334	9641	11291	10811	101031	103609	53510	55148	2463	21532	21175	13010	11970	14327	14649	15273	13403	27167.7264404297	24406.231116444
38	1.042	106.08619	w/o MS2:Diethanolamine; CE0; ZBCBWPMODOFKDW-UHFFFAOYSA-N	[M+H]+	ion correlated with 823; ion correlated with 2300; ion correlated with 114; ion correlated with 222	0.078	False	8.221	106.08626	C4H11NO2	1,2-aminoalcohols	ZBCBWPMODOFKDW-UHFFFAOYSA-N	C(CO)NCCO	530	True	True	False		False	False	null	null	100	99.7	null	null	null	27.19	pos_1-octl_2	106.08619:8539 107.08954:538 108.0929:0		39562	44921	28358	29048	6084	5686	4433	3481	8420	6414	6748	6919	4934	3000	4987	2997	6921	8315	3921	6174	1121	3449	6356	6084	4347	5114	3857	5468	2730	4095	3295	1626	3679	2134	4422	4867	3571	2515	6357	10325	7714	6072	1924	7913	5060	3855	3075	6125	5977	5395	5447	7358.70693072151	8722.17470482877
39	0.822	106.08649	w/o MS2:Diethanolamine; CE0; ZBCBWPMODOFKDW-UHFFFAOYSA-N	[M+H]+	ion correlated with 1296; ion correlated with 397; ion correlated with 1542; ion correlated with 973; ion correlated with 1690; ion correlated with 1903; ion correlated with 1106; ion correlated with 291; ion correlated with 570	0.039	False	8.221	106.08626	C4H11NO2	1,2-aminoalcohols	ZBCBWPMODOFKDW-UHFFFAOYSA-N	C(CO)NCCO	530	True	True	False		False	False	null	null	100	99.7	null	null	null	23.88	pos_olalc_2	106.08649:6617 107.08984:390 108.0932:0		2043	2034	4345	4304	3977	7615	3362	4780	4817	3963	4284	4238	5261	4444	4713	5751	6149	4797	5008	5097	2446	3130	5589	4227	2307	5172	5431	2204	4129	5312	975	2657	1628	1382	3952	4645	6568	5476	20680	20983	9673	12879	2064	3061	2810	4006	3647	3216	3106	2201	2486	4882.84428375843	3837.39551139467
40	4.666	107.04934	w/o MS2:BENZALDEHYDE	[M+H]+		0.078	False	null	107.04914	C7H6O	Benzoyl derivatives	HUMNYLRZRPPJDN-UHFFFAOYSA-N	O=CC1=CC=CC=C1	530	True	True	False		False	False	null	null	100	null	null	null	null	71.55	pos_1-octl_2	107.04934:33039 108.05269:2707 109.05605:866		136155	138399	3830	4502	77052	72283	4249	4674	49576	48875	3690	4457	3677	4715	410	775	58502	55653	8316	7848	419	172	22651	25841	1151	1383	26238	27454	1184	456	327	582	322	360	1655	2895	322	491	29271	29642	2342	3425	349	47390	50592	2491	2335	3271	4596	240	275	19171.7496873444	31935.1750388947
41	2.082	107.04942	w/o MS2:BENZALDEHYDE	[M+H]+		0.039	False	null	107.04914	C7H6O	Benzoyl derivatives	HUMNYLRZRPPJDN-UHFFFAOYSA-N	O=CC1=CC=CC=C1	530	True	True	False		False	False	null	null	100	null	null	null	null	10.09	pos_butac_1	107.04942:3385 108.05277:255 109.05613:0		6316	6600	1895	1330	18306	17726	221	747	6584	6394	268	1007	111	400	122	306	1710	1669	933	156	143	502	3159	2680	120	611	2555	1059	325	304	97	99	319	102	436	179	185	80	2008	2260	234	547	389	2584	2498	697	128	465	369	217	200	1928.47979422177	3717.09753389054
42	1.924	107.07027	Unknown	[M+H]+	ion correlated with 2052; similar chromatogram in higher mz_839; similar chromatogram in higher mz_506; similar chromatogram in higher mz_747; similar chromatogram in higher mz_306; similar chromatogram in higher mz_2052; similar chromatogram in higher mz_1047	0.235	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.28	pos_dcm_1	107.07027:6980 108.07362:703 109.07698:0		22009	22327	1221	2302	27783	30406	2461	2536	26469	28246	15138	17812	2209	2328	126	365	33959	31535	5324	5672	700	170	3461	3413	623	665	13533	12956	593	867	90	394	341	213	1549	1356	551	330	10256	11053	820	1091	329	16382	16518	904	1156	1724	1906	531	556	7554.07656980028	10211.4943780825
43	1.252	107.07033	Unknown	[M+H]+	similar chromatogram in higher mz_1070; similar chromatogram in higher mz_498; similar chromatogram in higher mz_2673; similar chromatogram in higher mz_2798; similar chromatogram in higher mz_2999; similar chromatogram in higher mz_3480; similar chromatogram in higher mz_4012; similar chromatogram in higher mz_4043; similar chromatogram in higher mz_3439; similar chromatogram in higher mz_3904; similar chromatogram in higher mz_4130; similar chromatogram in higher mz_3204; similar chromatogram in higher mz_2902	0.863	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.43	pos_1-octl_2	107.07033:26809 108.07368:1357 109.07704:489		154594	162691	31528	27785	198630	188906	61126	63523	160881	165763	136922	141571	74513	69018	18223	16214	191010	178501	76885	81778	154	709	84705	84833	12918	14172	157662	151735	18888	18042	246	88	255	191	50664	50991	18040	19003	132315	138300	12335	15213	360	152529	146870	34806	30930	54140	50167	15639	14941	72194.1829394172	65166.5837062615
44	6.462	107.07042	Unknown	[M+H]+	similar chromatogram in higher mz_2131; similar chromatogram in higher mz_1744; similar chromatogram in higher mz_2688; similar chromatogram in higher mz_783; similar chromatogram in higher mz_4410; similar chromatogram in higher mz_497; similar chromatogram in higher mz_2376; similar chromatogram in higher mz_2501; similar chromatogram in higher mz_1219	0.392	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.07	pos_hx_1	107.07042:25546 108.07377:1136 109.07713:985		2988	3543	11172	9431	78207	78219	12643	12348	31201	32288	32905	31889	19131	20326	2901	1189	67990	64880	16415	15148	408	304	85971	83555	2244	2956	114079	112972	2647	2156	373	685	299	191	15251	16364	3691	3763	20369	19606	4550	4287	308	96912	99426	7593	7198	23916	22343	1342	1219	25525.3631995706	33404.3963852489
45	3.106	107.07053	Unknown	[M+H]+	ion correlated with 2468	0.157	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.53	pos_butac_1	107.07053:8811 108.07388:0 109.07724:397		10735	8961	789	810	38535	38803	1089	1841	27448	26917	8864	9783	2642	2656	99	422	32432	32480	3258	4543	122	271	4290	3992	804	726	9378	10034	482	141	317	608	183	281	837	1473	312	146	9506	10465	150	624	138	16987	17297	203	411	582	1429	262	108	6777.7748932184	10651.1795918073
46	2.916	107.07057	Unknown	[M+H]+	ion correlated with 1365; similar chromatogram in higher mz_2024; similar chromatogram in higher mz_3182; similar chromatogram in higher mz_1614	0.549	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	146.65	pos_butac_1	107.07057:131716 108.07392:7141 109.07728:1287		353204	345432	9831	10104	548789	534074	22020	21602	336936	341649	101441	97297	42275	45433	2470	2536	390392	376506	33615	33185	424	383	103939	102770	2380	1574	314290	317369	2415	2327	464	126	166	156	27856	26146	3872	3537	152927	146922	4461	4820	452	351306	353676	7328	7526	27759	29750	2463	1099	110773.944481195	159608.687204384
47	3.924	107.08524	Unknown	[M+H]+		0.02	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.73	pos_olalc_2	107.08524:4282 108.08859:552 109.09195:6545		3231	2564	2802	2360	2971	3273	3012	5317	4176	2336	3229	4831	2158	3942	2263	5174	3078	3413	3968	3522	2977	2293	19749	20149	12187	10575	2904	5385	4203	1969	1488	1128	2673	1872	2694	3674	4395	2190	22946	37043	10865	19173	2304	3462	5748	5103	6722	6206	4964	5099	7513	6025.02284150965	6684.28288499077
48	12.458	107.08528	Unknown	[M+H]+	ion correlated with 3264; ion correlated with 3755; ion correlated with 546; ion correlated with 1352; ion correlated with 2804; ion correlated with 3463; ion correlated with 3356; ion correlated with 1074; ion correlated with 29; ion correlated with 336; ion correlated with 482; ion correlated with 3781; ion correlated with 3824; ion correlated with 4072; similar chromatogram in higher mz_3264; similar chromatogram in higher mz_3356; similar chromatogram in higher mz_1074; similar chromatogram in higher mz_336; similar chromatogram in higher mz_3755; similar chromatogram in higher mz_2804; similar chromatogram in higher mz_3463; similar chromatogram in higher mz_482; similar chromatogram in higher mz_169; similar chromatogram in higher mz_546; similar chromatogram in higher mz_1352; similar chromatogram in higher mz_3519; similar chromatogram in higher mz_3613	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.92	pos_1-octlW_1	107.08528:8494 108.08863:787 109.09199:5853		2239	2594	49734	48004	4702	5985	2660	5407	2194	2609	6944	7891	8920	4240	2800	5365	2757	4282	4110	2696	3253	2709	5080	3324	4409	5703	1392	4036	2987	5872	3478	4098	4099	2646	3571	2870	6536	4982	3465	3935	5153	3580	5078	1994	4299	4489	7496	6039	5498	3066	4956	6004.352505553	8891.74344095659
49	3.071	107.08537	Unknown	[M+H]+	ion correlated with 969; ion correlated with 3819; ion correlated with 1283; ion correlated with 1193; ion correlated with 1267; ion correlated with 232; ion correlated with 70; ion correlated with 1004	0.078	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.82	pos_olalc_2	107.08537:15666 108.08872:1931 109.09208:1396		2977	3521	1428	7763	1073	1792	2080	1230	2715	2124	2115	2542	1489	6354	1351	6667	3089	1689	11987	2159	1718	1439	4923	3949	2531	3028	13113	2162	1043	2162	1163	2405	563	1739	1502	1114	1085	11602	81671	85817	32200	26430	2620	2139	3328	3063	2352	2935	1132	8718	2342	7414.42357081993	16645.712393117
50	7.061	107.08541	Unknown	[M+H]+	ion correlated with 2691; ion correlated with 76; ion correlated with 544; ion correlated with 815; ion correlated with 340; ion correlated with 1098; ion correlated with 1977; ion correlated with 1207; ion correlated with 1519; ion correlated with 1662; ion correlated with 1874; ion correlated with 854; ion correlated with 563; ion correlated with 362; ion correlated with 1140; similar chromatogram in higher mz_544; similar chromatogram in higher mz_340; similar chromatogram in higher mz_1098; similar chromatogram in higher mz_815; similar chromatogram in higher mz_76; similar chromatogram in higher mz_2691; similar chromatogram in higher mz_2354	0.078	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.51	pos_olalc_1	107.08541:15421 108.08876:865 109.09212:43964		5837	2579	4263	3742	11082	11845	2674	2649	1493	4796	2902	3584	5162	3130	3551	6421	3239	5150	2521	2899	4141	2025	4657	5799	3144	3539	7266	3069	3011	3557	3619	7231	3342	3244	4218	2734	3424	5623	90968	95354	56688	69412	3687	3176	5927	5074	2100	6603	8183	4545	2143	10137.6628346163	20620.3252978282
51	11.907	107.08553	Unknown	[M+H]+		0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.44	pos_1-octlW_1	107.08553:4835 108.08888:656 109.09224:10606		10105	10359	29789	25880	17916	18957	12226	13821	8269	4355	16199	16452	15305	16221	16534	15493	11476	16947	17317	14641	13439	16608	15552	12641	11717	13156	13703	16954	12808	15666	8514	6008	6621	5003	17239	17439	10922	15549	11511	11420	13900	17287	14865	15924	16143	14129	13254	12811	12203	12067	13882	14062.7639590993	4417.63699670064
52	8.253	107.08559	Unknown	[M+H]+	ion correlated with 205; ion correlated with 777; ion correlated with 489; ion correlated with 733; ion correlated with 1010; ion correlated with 1242; ion correlated with 1313; ion correlated with 1916; ion correlated with 1442; similar chromatogram in higher mz_489; similar chromatogram in higher mz_1313; similar chromatogram in higher mz_733; similar chromatogram in higher mz_1010; similar chromatogram in higher mz_1242	0.078	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.5	pos_olalc_2	107.08559:6659 108.08894:821 109.0923:5681		2496	2660	5348	5618	2378	4124	5251	2816	2536	2146	3051	5197	1752	3792	3931	2543	2761	3113	1636	4995	2881	1402	2548	4897	2218	5231	3359	3644	2357	9456	4272	3611	2503	2660	5187	4681	2581	3864	44596	38394	29222	32358	6534	4139	5941	2635	3212	1583	2815	4829	4806	6207.11420754825	9098.44022856019
53	12.275	107.0856	Unknown	[M+H]+	ion correlated with 3267; ion correlated with 3757; ion correlated with 33; ion correlated with 488; ion correlated with 3358; ion correlated with 2807; similar chromatogram in higher mz_3358; similar chromatogram in higher mz_3267; similar chromatogram in higher mz_3757; similar chromatogram in higher mz_2724; similar chromatogram in higher mz_2807; similar chromatogram in higher mz_1078; similar chromatogram in higher mz_1355; similar chromatogram in higher mz_182; similar chromatogram in higher mz_488; similar chromatogram in higher mz_80; similar chromatogram in higher mz_2666; similar chromatogram in higher mz_165; similar chromatogram in higher mz_334; similar chromatogram in higher mz_541; similar chromatogram in higher mz_1322; similar chromatogram in higher mz_2130; similar chromatogram in higher mz_2893; similar chromatogram in higher mz_3229; similar chromatogram in higher mz_3462; similar chromatogram in higher mz_3520; similar chromatogram in higher mz_3614	0.039	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	28.7	pos_1-octlW_1	107.0856:9343 108.08895:589 109.09231:12465		8808	3216	50931	49518	6316	7483	15706	12136	3447	4749	13471	16456	9200	12680	8626	11794	10511	11769	12086	6722	6731	10227	12545	12039	11681	9804	9761	9927	11949	7466	1712	3898	2270	4173	7286	7085	11824	14723	4349	10654	9758	11192	1784	5934	12000	11646	8434	7170	7124	8429	12036	10612.4786448759	8835.778141824
